,business_id,stars,tokenized_category
16108,fTIAa84N6JNTDxUtt-Ldng,3.0,"['Breakfast', 'Brunch', 'Canadian', 'New', 'American', 'New', 'Restaurants', 'Diners']"
16109,w9ezgqsdP9gsD5O_2yQIbA,3.0,"['Pet', 'Stores', 'Pets']"
16110,sUI49E45tZ5RFIcNNYIqvw,3.5,"['General', 'Dentistry', 'Cosmetic', 'Dentists', 'Dentists', 'Health', 'Medical', 'Orthodontists']"
16111,2SyYW8GiDZsqtPb-aCbosg,4.0,"['Chinese', 'Restaurants', 'Vietnamese', 'Noodles']"
16112,w7jscHvmx4RDCQFP-5EtPw,4.0,"['Bed', 'Breakfast', 'Hotels', 'Travel']"
16113,ys9-GszQ96Mkk07krgKtkw,5.0,"['Coffee', 'Tea', 'Food', 'Restaurants', 'Cafes']"
16114,ZRdxelZGlxm2jx-WShovng,3.5,"['Filipino', 'Food', 'Restaurants', 'Bakeries']"
16115,BuFxrCINwWXaIzQUR1_d5A,2.5,"['Active', 'Life', 'Dog', 'Parks', 'Parks']"
16116,O9JoZ4fV0iafF7LmqyEGQA,3.5,"['Shopping', 'Accessories', 'Women', ""'s"", 'Clothing', 'Fashion']"
16117,Z_QOYDTdZ9yc51RAJjEKHw,3.5,"['Restaurants', 'Japanese', 'Sushi', 'Bars']"
16118,ae1UMj40ITqSYa5MQM8zTA,3.0,"['Middle', 'Eastern', 'Restaurants']"
16119,QOZQeWCVgbs4-HYZjAXpCg,3.0,"['Pakistani', 'Restaurants', 'Indian', 'Halal', 'Middle', 'Eastern']"
16120,NFFxJQHNaq2_MFLzN5EZMQ,1.0,['nan']
16121,TU95jEn8aGitY8hZowXaBg,3.5,"['Chinese', 'Restaurants']"
16122,4ChWAqNuzhsYB14_BCPbEw,4.0,"['Pakistani', 'Indian', 'Restaurants']"
16123,l8WhxU8OQ5v-98LBtyTDXA,2.5,"['Contractors', 'Home', 'Garden', 'Home', 'Services', 'Hardware', 'Stores', 'Shopping']"
16124,3Kx4IdA-knGK-9QrGtGl2w,3.5,"['Cafes', 'Hong', 'Kong', 'Style', 'Cafe', 'Chinese', 'Restaurants']"
16125,zGnAuhZgV6RfyIUzTsHDyw,5.0,"['Caterers', 'Event', 'Planning', 'Services']"
16126,SXcqBZy5pZBdsx_pYwJhPQ,5.0,"['Hair', 'Salons', 'Beauty', 'Spas']"
16127,yFf7d7W8Q-tl-rVikiQpOA,4.0,"['Nightlife', 'Dance', 'Clubs']"
16128,_a2dGdvfYpwq-XjE_PPVCA,3.0,"['Restaurants', 'Food', 'Vegetarian', 'Juice', 'Bars', 'Smoothies']"
16129,GPybmwYLzEeh4j6bRYkN5A,4.5,"['Shopping', 'Florists', 'Flowers', 'Gifts']"
16130,jEABBfAVPPY0BcVxlRatGg,3.5,"['Bubble', 'Tea', 'Tea', 'Rooms', 'Cafes', 'Coffee', 'Tea', 'Restaurants', 'Juice', 'Bars', 'Smoothies', 'Food']"
16131,zBN0QWgGeeVJ4gF3UeLo6w,2.0,"['Beauty', 'Spas']"
16132,xpeJuVmjv5zeKfa1Kvei8A,4.5,"['Restaurants', 'Asian', 'Fusion']"
16133,VTZUbs0PNCClsb9apbpijA,3.5,"['Fitness', 'Instruction', 'Gyms', 'Active', 'Life']"
16134,e_QSyO7ltvpC1AwUezKxtQ,3.5,"['Hiking', 'Parks', 'Active', 'Life']"
16135,9znGPlIap07mKrjxxjnXDQ,3.0,"['Restaurants', 'Burgers']"
16136,3vpSFjMokFbmOuINzNuZSg,4.0,"['Massage', 'Therapy', 'Acupuncture', 'Beauty', 'Spas', 'Health', 'Medical', 'Massage']"
16137,Il-H2pDli8lBrurPG3YbFA,2.5,"['Pizza', 'Caterers', 'Event', 'Planning', 'Services', 'Restaurants']"
16138,n4Fw2J0Zh8PBrbOtIoRlzw,4.0,"['Oil', 'Change', 'Stations', 'Auto', 'Repair', 'Tires', 'Automotive']"
16139,JJbH0RxPrwkzHFvLJTFxVQ,3.5,"['Indian', 'Restaurants']"
16140,gtb25KWuTZsqCIWd37HTLA,3.0,"['Active', 'Life', 'Fitness', 'Instruction', 'Trainers', 'Gyms']"
16141,6ugDF5tRRX5l3Q5vrdkprg,1.5,"['Restaurants', 'Fast', 'Food']"
16142,vCqOyw2f8s6Il3T27Gbwbg,4.5,"['Portuguese', 'Chicken', 'Shop', 'African', 'South', 'African', 'Restaurants']"
16143,qPBcZU4eMV97uxaP-WEPSQ,3.0,"['Italian', 'Restaurants', 'Wine', 'Bars', 'Nightlife', 'Pizza', 'Bars']"
16144,n44grut83X0UiRZCA-O1fw,3.5,"['Local', 'Flavor', 'Bakeries', 'Breakfast', 'Brunch', 'Restaurants', 'Desserts', 'Food']"
16145,P87jyPn6MkeO-zo3EZWL8A,4.0,"['Burgers', 'Restaurants', 'Hot', 'Dogs', 'Pizza']"
16146,tLD0SoZuNyfAYzEPZ_mCuQ,3.0,"['Sporting', 'Goods', 'Shopping']"
16147,9mgMlmacJMnxlRw6eBtWSQ,3.0,"['Venues', 'Event', 'Spaces', 'Event', 'Planning', 'Services']"
16148,db35AsOpoT4jEmWfOji_BA,4.5,"['Education', 'Shopping', 'Toy', 'Stores', 'Flowers', 'Gifts', 'Arts', 'Crafts', 'Active', 'Life', 'Art', 'Classes', 'Arts', 'Entertainment', 'Arcades', 'Art', 'Supplies', 'Hobby', 'Shops']"
16149,8sQqyTN7PzxbKJ2Az4R5ig,5.0,"['Bars', 'Nightlife', 'Restaurants', 'Food', 'Cocktail', 'Bars', 'Italian', 'Fast', 'Food', 'Coffee', 'Tea']"
16150,ibz7ono-grfmaYVhZmxP0A,3.5,['nan']
16151,_sRFcUdaAACt6WDDGMzNTQ,4.5,"['Framing', 'Glass', 'Mirrors', 'Photography', 'Stores', 'Services', 'Arts', 'Crafts', 'Event', 'Planning', 'Services', 'Shopping', 'Photographers', 'Home', 'Services']"
16152,U-a61zpbsDNVtKm9W1aqLw,4.0,"['Food', 'Coffee', 'Tea', 'Cafes', 'Restaurants']"
16153,ovxHACjVjutw2jJqxJwHUA,4.5,"['Restaurants', 'Cafes', 'Desserts', 'Food', 'Bakeries', 'Coffee', 'Tea']"
16154,JS8MpdVJ8-grSVNObYXnbA,3.5,"['Restaurants', 'Buffets', 'Chinese']"
16155,GBXRbNshYs4QKxAeyXxT4A,4.0,"['Mediterranean', 'Restaurants', 'Greek']"
16156,jdylAP9AWIJVZ4O0T2YgIQ,3.0,"['Caribbean', 'Food', 'Indian', 'Chinese', 'Restaurants']"
16157,wf6cEXlL1qkNGH0-_CjKMw,4.0,"['Restaurants', 'French']"
16158,RJrMQjkIil7VNfhfCdY1Cw,4.0,"['Home', 'Services', 'Home', 'Cleaning']"
16159,qW_IhIe5YQ1hcVK6gkKY1A,4.0,"['Sandwiches', 'Restaurants']"
16160,PUneCUDGvdgnay3uvI89fA,4.0,"['Restaurants', 'Sushi', 'Bars', 'Japanese']"
16161,Jqq2XanLzqc3T8GS8Eo1EA,3.5,"['Persian', 'Iranian', 'Restaurants']"
16162,8fKyjNnQzci7VLszrrpW7g,3.5,"['Restaurants', 'Korean', 'Japanese']"
16163,Sw-OqRcaKL8pG5sqIa9p4w,3.0,"['Restaurants', 'Thai', 'Chinese']"
16164,VfaMlMtHJgndVw62GUiwCQ,3.0,"['Coffee', 'Tea', 'Food', 'Restaurants', 'Cafes']"
16165,hRoGCR5hoPOtIJWXE_BB9A,3.0,"['Juice', 'Bars', 'Smoothies', 'Food']"
16166,6jzhZ9eBDWenmz3NEZ9Weg,3.0,"['Italian', 'Restaurants', 'Home', 'Garden', 'Coffee', 'Tea', 'Pizza', 'Food', 'Coffee', 'Tea', 'Supplies', 'Shopping', 'Appliances']"
16167,_h2GsmQ52mdmgV7oTEOelg,2.0,"['Obstetricians', 'Gynecologists', 'Health', 'Medical', 'Medical', 'Centers', 'Hospitals', 'Doctors']"
16168,TdXf3Q_gGUwt8bj8goWp2g,3.5,"['Fast', 'Food', 'Restaurants']"
16169,X6gDGiyf6kRgwSSXzw2I-A,4.0,"['Massage', 'Skin', 'Care', 'Beauty', 'Spas', 'Specialty', 'Schools', 'Hair', 'Salons', 'Tanning', 'Day', 'Spas', 'Cosmetology', 'Schools', 'Education']"
16170,uOSpNcsEKLsc-v6HSfzifA,4.0,"['Beauty', 'Spas', 'Eyelash', 'Service', 'Waxing', 'Hair', 'Removal', 'Nail', 'Salons']"
16171,j1yBqI57HIyVP_e1N374cQ,4.5,"['Breakfast', 'Brunch', 'Restaurants']"
16172,GdbrOGM9UuxDQokZ3whn8Q,4.5,"['Tobacco', 'Shops', 'Vape', 'Shops', 'Shopping']"
16173,vfPfk_eY1s6NzDMVjA_h6w,2.0,"['Restaurants', 'Thai']"
16174,-c7FIrbGU8TsPQtAA64-9w,3.5,"['Restaurants', 'Greek']"
16175,FVCCB8RImBBHiZOK7mv3xg,2.5,"['Shopping', 'Bikes', 'Active', 'Life', 'Sporting', 'Goods']"
16176,_jXm4FsaS5B6I3ge-ut88g,3.5,"['Optometrists', 'Eyewear', 'Opticians', 'Health', 'Medical', 'Shopping']"
16177,l5Cr9-18VykDB2JnnW8ReA,2.5,"['Garage', 'Door', 'Services', 'Home', 'Services']"
16178,pDsbQbGxbnNJolckZ9Cv7w,1.0,"['IT', 'Services', 'Computer', 'Repair', 'Shopping', 'Mobile', 'Phones', 'Mobile', 'Phone', 'Repair', 'Local', 'Services']"
16179,BsZ7iMblcaObTN9V_uoy3g,3.0,"['Home', 'Garden', 'Shopping', 'Nurseries', 'Gardening']"
16180,r-Xoe69aLGo2-ezoSAbsNQ,4.5,"['Restaurants', 'Bakeries', 'Persian', 'Iranian', 'Food']"
16181,iWBKDEPeBeBAEsM4llx7xA,3.5,"['Active', 'Life', 'Parks']"
16182,im4-DobhYrDb6sjHpGZKuQ,4.0,"['Restaurants', 'Pizza', 'Italian']"
16183,fAUfD8euC65DUoUgvcwwKw,3.5,"['Restaurants', 'Cafes']"
16184,psTXiosTEF8aM7MMaAe3gQ,4.0,"['Hotels', 'Hotels', 'Travel', 'Event', 'Planning', 'Services']"
16185,qIYoTx7pTNsGjAFXp9noTg,4.5,"['Restaurants', 'Sandwiches']"
16186,xC8bjrXzAvKfpdXVXTXHFA,2.5,"['Nightlife', 'Lounges', 'Bars', 'Japanese', 'Restaurants', 'Hookah', 'Bars', 'Cafes']"
16187,BmF7g1ygaBuad-iAlQeSFw,1.5,"['Hospitals', 'Health', 'Medical']"
16188,av5C53NPx8Z2s34T0g1QbA,4.0,"['Hot', 'Dogs', 'Restaurants']"
16189,mAEyPk0NVrkvQTe_DPKusQ,4.0,"['Department', 'Stores', 'Shopping', 'Fashion']"
16190,3R4vNzi_qgc7YTfn1JnGNA,2.5,"['Nail', 'Salons', 'Beauty', 'Spas']"
16191,JkIeLz9_hjUa0sFnyPzCSg,3.0,"['Restaurants', 'Indian']"
16192,8UCesCBpfSoLtBS4z2acMQ,3.0,"['Restaurants', 'Noodles', 'Chinese', 'Fast', 'Food']"
16193,8bib49DjADw9GxQJNydafg,3.5,"['Caterers', 'Food', 'Event', 'Planning', 'Services', 'Coffee', 'Tea', 'Sandwiches', 'Restaurants']"
16194,BHesasvVJXxKt3Gje1_l4g,2.5,"['Shopping', 'Hockey', 'Equipment', 'Sporting', 'Goods']"
16195,prlIJsg3UEg3DioOZPFhig,3.5,"['Restaurants', 'Burgers']"
16196,HAzqPzwxiSu2-XhJkz8ntQ,3.0,"['Restaurants', 'Chinese']"
16197,1x1iWOkPZ44ETS_2uspuzw,3.0,"['Restaurants', 'Chicken', 'Wings']"
16198,RiliEJjhVi-ff33WPako8w,4.5,"['Event', 'Planning', 'Services', 'Caterers', 'Canadian', 'New', 'Caribbean', 'Restaurants', 'American', 'New']"
16199,4Ul71k_hsxRb_uBY3sgqOA,3.0,"['Restaurants', 'Pizza']"
16200,6MomUPA3w0JicziqJLumQQ,3.5,"['Restaurants', 'Korean']"
16201,uqu1jy6Q0fXwl8tax-79oA,3.0,"['Skin', 'Care', 'Waxing', 'Beauty', 'Spas', 'Hair', 'Removal', 'Nail', 'Salons']"
16202,P53-vcUZne1L1CNElu9m-g,3.0,"['Coffee', 'Tea', 'Desserts', 'Food', 'Bakeries']"
16203,0mGYvAFGxH9bGRqYHxS0BQ,3.5,"['Ramen', 'Japanese', 'Noodles', 'Restaurants']"
16204,eK7sclNGahpES-gbL4C57A,2.0,"['Electronics', 'Shopping']"
16205,3JqOFWCdt5oqQPw8hzekFg,4.0,"['Restaurants', 'Breakfast', 'Brunch', 'Canadian', 'New']"
16206,VZ5lSNVTfmSpgH-MkU4BWA,2.5,"['Mobile', 'Phones', 'Shopping']"
16207,k8C9nz__YmP_HQ9CLUqkhg,2.5,"['Dentists', 'General', 'Dentistry', 'Health', 'Medical']"
16208,NCayC7-QUer-1m-UW_71Yg,3.5,"['Afghan', 'Restaurants']"
16209,wxL9wgxLeuMMfI6SAXIzJw,4.0,"['Seafood', 'Restaurants', 'Comfort', 'Food', 'American', 'Traditional']"
16210,yISJvOg-q3NK2qD0mfNc0Q,5.0,"['Food', 'Delivery', 'Services', 'Event', 'Planning', 'Services', 'Food', 'Italian', 'Restaurants', 'Mediterranean', 'Caterers']"
16211,eRD-0ch0AmMKSaBeXHT5Qg,5.0,"['Coffee', 'Tea', 'Delis', 'Food', 'Restaurants']"
16212,2XI9yl4-5WFVpUX8WFpvIw,4.0,"['Mobile', 'Phone', 'Repair', 'Local', 'Services', 'Mobile', 'Phones', 'Mobile', 'Phone', 'Accessories', 'Shopping', 'IT', 'Services', 'Computer', 'Repair']"
16213,CuSXvUwz5k-LEuLN0jbBZA,3.5,"['Diners', 'Restaurants', 'American', 'Traditional']"
16214,Uq4S_qtPsC4c46FP5G3e1Q,3.5,"['Imported', 'Food', 'Ethnic', 'Food', 'Food', 'Specialty', 'Food']"
16215,FdRZWQ8TVuKANFXcI1Do7Q,3.5,"['Beauty', 'Spas', 'Massage', 'Day', 'Spas', 'Hair', 'Salons', 'Nail', 'Salons', 'Skin', 'Care']"
16216,SaUEpMLZM3oTXcf3i5Q8jw,2.5,"['Nail', 'Salons', 'Hair', 'Removal', 'Beauty', 'Spas']"
16217,UsFFaNUWG5u7f9rHpJBHRQ,4.0,"['Italian', 'Caterers', 'Pizza', 'Restaurants', 'Event', 'Planning', 'Services', 'Chicken', 'Wings']"
16218,AOrWjg7SjqrtUtp_sw6MrA,2.0,"['Restaurants', 'Chinese']"
16219,EGjMh8WG5OlzTXGPAVciNg,4.0,"['Food', 'Ice', 'Cream', 'Frozen', 'Yogurt']"
16220,xuUzASHWjRJRFv6Ck5pO7g,3.5,"['Bakeries', 'Food']"
16221,a0lMkOte3lQNnMdq9dbEbw,5.0,"['Arts', 'Entertainment', 'Video', 'Game', 'Stores', 'Event', 'Planning', 'Services', 'Venues', 'Event', 'Spaces', 'Shopping', 'Virtual', 'Reality', 'Centers', 'Books', 'Mags', 'Music', 'Video', 'Team', 'Building', 'Activities', 'Arcades']"
16222,9vJOUVvCk7qqAqO87jMM9A,2.0,"['Internet', 'Service', 'Providers', 'Mobile', 'Phones', 'Shopping', 'Home', 'Services', 'Professional', 'Services']"
16223,3EOXgCMlTzQ9qCFd6dZL5Q,3.0,"['Beauty', 'Spas', 'Day', 'Spas']"
16224,O5dAb1FF-EToYxnRjVJjnw,4.5,"['Cajun', 'Creole', 'Restaurants']"
16225,mH7mw1xqxKBTjV1uVx_eHQ,2.5,"['Food', 'Coffee', 'Tea']"
16226,HVMtgOz2TtumERMPeLaeOA,1.0,"['Professional', 'Services', 'Marketing', 'Print', 'Media', 'Couriers', 'Delivery', 'Services', 'Web', 'Design', 'Local', 'Services', 'Printing', 'Services', 'Mass', 'Media']"
16227,H78MNMItb-_Wq5CafM5ytw,4.0,"['Music', 'DVDs', 'Vinyl', 'Records', 'Books', 'Mags', 'Music', 'Video', 'Shopping']"
16228,NFrJARIDz0WWdjhd7KfP6Q,3.5,"['Butcher', 'Food']"
16229,rLJ5OK3Sw1_mzbcPBcVQGw,5.0,"['Handyman', 'Lighting', 'Fixtures', 'Equipment', 'Local', 'Services', 'Electricians', 'Home', 'Services']"
16230,QC3kb8HUS6x7zuEVROs4Fg,3.0,"['Shopping', 'Beauty', 'Spas', 'Cosmetics', 'Beauty', 'Supply', 'Health', 'Medical', 'Pharmacy']"
16231,UDnNKxBbKwQBOGMqdGDJmQ,3.0,"['Automotive', 'Hotels', 'Travel', 'Auto', 'Repair', 'Car', 'Rental', 'Car', 'Dealers', 'Auto', 'Parts', 'Supplies', 'Used', 'Car', 'Dealers']"
16232,V4LwaVD0P0HRjsP3m8v57Q,2.0,"['Beauty', 'Spas', 'Cosmetics', 'Beauty', 'Supply', 'Shopping']"
16233,AxO9Gg4fKK4pK-XF1GNceg,4.5,"['Pet', 'Services', 'Pets', 'Professional', 'Services', 'Pet', 'Groomers']"
16234,kJIvOaLl_zWNl7kWmtH_Nw,4.0,"['Shopping', 'Jewelry']"
16235,PECpU6MA-jnZj2Y0yXD0SQ,5.0,"['Farmers', 'Market', 'Food']"
16236,onJKDTHpJMNYhRQlTfysTw,5.0,"['Dog', 'Walkers', 'Pet', 'Stores', 'Pets', 'Pet', 'Services', 'Pet', 'Sitting']"
16237,ytPXTg6Q5wWfoFMk6xrbKA,3.0,"['Canadian', 'New', 'Restaurants', 'Diners', 'Breakfast', 'Brunch']"
16238,5FmyeD0O_iUa9FORcvJ-vg,3.5,"['Home', 'Services', 'Security', 'Systems']"
16239,-tCvDzWk1hLk0VqxsWehGA,4.5,"['Chinese', 'Ethnic', 'Food', 'Food', 'Specialty', 'Food', 'Restaurants']"
16240,7eSbvHOOpRmEwywDOclevQ,3.5,"['Vegan', 'Pizza', 'Gluten-Free', 'Restaurants']"
16241,rMVcz8N6y_da9VbBgVw3XA,3.0,"['Coffee', 'Tea', 'Bakeries', 'Desserts', 'Food']"
16242,SeGmGvFWi58zGOq1O4953Q,3.5,"['Asian', 'Fusion', 'Thai', 'Restaurants', 'Chinese']"
16243,KBUjHejDR4Ttsx8TcqWENQ,4.0,"['Korean', 'Restaurants']"
16244,d3olNIBeuH4Eeqc3mkX8LA,4.0,"['Restaurants', 'Asian', 'Fusion', 'Korean']"
16245,Ul8XmXst70Z6nUoLIbfgbg,3.0,"['Discount', 'Store', 'Shopping']"
16246,QyFYJFcQtElc3GXa1zZOVw,1.5,"['Burgers', 'Restaurants', 'Fast', 'Food']"
16247,kukFiJdR5d1YvoOsdJWFAQ,4.0,"['Museums', 'Arts', 'Entertainment', 'Local', 'Flavor']"
16248,7OXmLjhdkWkbWW_SDLmc_w,2.5,"['Beauty', 'Spas', 'Nail', 'Salons']"
16249,-3VEk6j5XnEnOOthoY2jYQ,2.5,"['Delis', 'Coffee', 'Tea', 'Bakeries', 'Restaurants', 'Food', 'Sandwiches']"
16250,UdBOTGSbC6VOhUg6l9OwXA,3.0,"['Sandwiches', 'Canadian', 'New', 'Restaurants', 'Bars', 'Pubs', 'Nightlife', 'Burgers', 'Seafood']"
16251,SbwUKzeMlSZs-mQt0lOGQw,3.0,"['Food', 'Canadian', 'New', 'Restaurants', 'Chinese']"
16252,y7zoruDYyeLrRtLUStEKnA,2.5,"['Restaurants', 'Imported', 'Food', 'Ethnic', 'Food', 'Food', 'Chinese', 'Specialty', 'Food']"
16253,x-uJqEHK9q5xxZHnd70tPw,4.0,"['Chinese', 'Restaurants']"
16254,mactLKv5GEgj6FdsYkdLVQ,4.5,"['Cafes', 'Restaurants', 'Italian']"
16255,1PNoRdSX7mZ1mKApzyO44w,4.0,"['Accessories', 'Women', ""'s"", 'Clothing', 'Shoe', 'Stores', 'Fashion', 'Thrift', 'Stores', 'Used', 'Vintage', 'Consignment', 'Shopping']"
16256,StRX1019jguRr9XuGX2FZQ,2.5,"['Restaurants', 'Breakfast', 'Brunch']"
16257,zG1VcU3VQnRHxb7nxi313g,3.0,"['Event', 'Planning', 'Services', 'Shopping', 'Venues', 'Event', 'Spaces', 'Caterers']"
16258,rzE7XHS7KKGVa5yItYeWuw,5.0,"['Fast', 'Food', 'Restaurants', 'Italian']"
16259,xcIAtvDEy_2JHlKAR5nWzw,2.5,"['Nightlife', 'Dance', 'Clubs']"
16260,C_Kv3Yx2pFFty4gKuhofhQ,4.0,"['Beauty', 'Spas', 'Nail', 'Salons', 'Hair', 'Removal', 'Waxing']"
16261,dzqRk-1yZNjkY-bkQm97Cg,5.0,"['Beauty', 'Spas', 'Barbers']"
16262,KW4y7uDGjVfU3ClkEjIGhg,3.0,"['Canadian', 'New', 'Restaurants', 'Burgers']"
16263,l2d4Tjj0KbVS2QQxdfRErw,2.5,"['Musical', 'Instrument', 'Services', 'Movers', 'Piano', 'Services', 'Home', 'Services', 'Local', 'Services']"
16264,StnuRUR2j_ISkC8bX4SUDQ,3.5,"['Coffee', 'Tea', 'Food', 'Donuts']"
16265,xM0HKP9CgZoI3mcUbxdd4w,4.5,"['Food', 'Coffee', 'Tea']"
16266,sIlIN1-FX6Vdt_SySCagGg,4.5,"['Trainers', 'Active', 'Life', 'Gyms', 'Fitness', 'Instruction']"
16267,swQkNTXXg_j27u27iSiwbg,4.0,"['Chicken', 'Wings', 'Restaurants', 'Fast', 'Food', 'Southern']"
16268,okarXAwUQVdCXZPhjSHuuA,3.0,"['Restaurants', 'Korean']"
16269,20pEvbbcAXBKaZRHFvpS-Q,3.5,"['Optometrists', 'Health', 'Medical']"
16270,U8fMRMWe5W3ulHXKzXEHuA,3.0,"['Food', 'Coffee', 'Tea']"
16271,sks1xNxSSzGCurb2hr85JA,1.5,"['IT', 'Services', 'Computer', 'Repair', 'Computers', 'Local', 'Services', 'Shopping', 'Electronics', 'Mobile', 'Phones']"
16272,6nxvRF3qYx0PV-eXrAy2UA,2.5,"['Home', 'Decor', 'Shopping', 'Furniture', 'Stores', 'Home', 'Garden', 'Arts', 'Entertainment', 'Mattresses', 'Home', 'Services', 'Carpeting']"
16273,OaZRNqhQz12sSDnFvwJaxw,4.0,"['Arcades', 'Escape', 'Games', 'Active', 'Life', 'Arts', 'Entertainment']"
16274,HKHsAxPcibKQwpQnGkke5Q,5.0,"['Health', 'Medical', 'Acupuncture', 'Medical', 'Spas', 'Massage', 'Therapy', 'Traditional', 'Chinese', 'Medicine', 'Beauty', 'Spas', 'Massage']"
16275,t8yi2l7pZF43Rlf9_lHdDA,2.5,"['Burgers', 'Restaurants']"
16276,KSoltsak4QYJRhIWzaHzHw,3.5,"['Restaurants', 'Pizza']"
16277,2wW6n_RkD2yUTKm9VsIMHQ,5.0,"['Food', 'Fruits', 'Veggies', 'Specialty', 'Food']"
16278,stC-tc9QArhPXSzNkvTpgA,4.0,"['Thai', 'Restaurants', 'Indian']"
16279,ey1qtn0ToXJNyA3PZZT1Lw,3.5,"['Reflexology', 'Osteopathic', 'Physicians', 'Health', 'Medical', 'Massage', 'Therapy', 'Doctors', 'Naturopathic', 'Holistic', 'Chiropractors', 'Home', 'Health', 'Care']"
16280,XNVUXM8xY-slNbcPAr-w8Q,4.0,"['Chinese', 'Food', 'Court', 'Restaurants']"
16281,jMSRYnx6X5BO2RtWG44aGA,4.0,"['Restaurants', 'Breakfast', 'Brunch', 'Food', 'Diners']"
16282,jqsj8FQUa2w6G1XN4Gqrpg,4.5,"['Mediterranean', 'Restaurants', 'Kebab']"
16283,arEXboQaOmYe58_c7JZ0aQ,2.5,"['Flowers', 'Gifts', 'Florists', 'Shopping']"
16284,jnigZzrJT_WZjFBldaJIcQ,4.0,"['Bakeries', 'Food']"
16285,4tR3XsL2fdYuYkQicpGlWQ,1.5,"['Grocery', 'Food']"
16286,4FPja4jkQhdns82RRaowxw,1.5,"['Fast', 'Food', 'Chicken', 'Wings', 'American', 'Traditional', 'Chicken', 'Shop', 'Restaurants']"
16287,-TGwtTiieh_JLml5_VRMQA,3.5,"['Food', 'Coffee', 'Tea']"
16288,BmFStvt6hs77XmYR7zmHtQ,2.5,"['Indian', 'Restaurants']"
16289,5-66okobkbjm0p_TlAea_A,3.0,"['Fashion', 'Shopping', 'Formal', 'Wear', 'Men', ""'s"", 'Clothing', 'Bespoke', 'Clothing']"
16290,3nR6c2dXJNrjQEC65Vy_3A,3.5,"['Chinese', 'Restaurants', 'Portuguese', 'Cantonese']"
16291,dorJn7TpoI6OZeHs0OfHMA,2.0,"['Food', 'Juice', 'Bars', 'Smoothies']"
16292,xPNnkZztqngBKUn5JjxgtA,1.0,"['Sewing', 'Alterations', 'Local', 'Services', 'Laundry', 'Services', 'Bridal', 'Shopping', 'Dry', 'Cleaning', 'Laundry']"
16293,A-2rj2poYBBjtenXSzKsyg,1.5,"['Caribbean', 'Restaurants', 'International', 'Nightlife', 'Bars', 'Lounges']"
16294,3j2hsjXMpCgktNbo641_tQ,1.0,"['Auto', 'Repair', 'Car', 'Dealers', 'Automotive', 'Body', 'Shops']"
16295,iFQs_aqKm3ZpT_1ITgr7JA,3.0,"['Restaurants', 'Caribbean']"
16296,frk_oIgPWrnZYiQ6zok9Lg,3.5,"['Coffee', 'Tea', 'Food']"
16297,t25tCzzZZSgwK0y7dDqwNw,3.5,"['Restaurants', 'Indonesian']"
16298,_pm_LHokHREl-BVO-vjcaA,3.5,"['Restaurants', 'Caribbean']"
16299,MdxMiFVRKvYdbna9oUEPZg,4.0,"['Food', 'Cafes', 'Coffee', 'Tea', 'Restaurants']"
16300,YmnMkuXD5cyEWtxMRruaug,3.0,"['Pizza', 'Restaurants']"
16301,USWaAiJglhGtUKn2uR-iiA,3.5,"['Bakeries', 'Food']"
16302,G0RcOdxOGEfWXBiLMZuMRA,4.5,"['Hair', 'Removal', 'Laser', 'Hair', 'Removal', 'Barbers', 'Day', 'Spas', 'Shopping', 'Hair', 'Salons', 'Beauty', 'Spas', 'Cosmetics', 'Beauty', 'Supply']"
16303,H1RPyMTIr3xGD6g0kxvhpg,3.5,"['Nightlife', 'Wine', 'Bars', 'Diners', 'American', 'New', 'Salad', 'Restaurants', 'Bars']"
16304,v_xuLfW7TXBsQctpOuPvQw,3.0,"['Restaurants', 'Chinese', 'Ramen', 'Japanese', 'Noodles']"
16305,1vlanVTN46YWmtaMzK83_Q,1.5,"['Local', 'Services', 'Dry', 'Cleaning', 'Laundry', 'Laundry', 'Services']"
16306,IUtjbbqQ6jUSi4t2jjgYRA,4.0,"['Restaurants', 'Breakfast', 'Brunch', 'Food', 'French', 'Desserts']"
16307,dHy53he8KhHLqOHQDQovjQ,2.5,"['Public', 'Services', 'Government', 'Libraries']"
16308,pocBTQs_U0LGFs7FBGUj8g,3.0,"['Beer', 'Wine', 'Spirits', 'Food', 'Nightlife', 'Bars', 'Pubs', 'Sports', 'Bars']"
16309,R67U2Rry7_EpW27YYBvdjQ,5.0,"['Music', 'DVDs', 'Shopping', 'Books', 'Mags', 'Music', 'Video']"
16310,aN_P_Wpsg1DfIzTkYt6t_g,5.0,"['Restaurants', 'Italian']"
16311,Oi5B9xNCryGG886UYZaoKA,2.0,"['Active', 'Life', 'Go', 'Karts']"
16312,-zo0R_6vW6JlJeoX2GHA-w,2.5,"['American', 'Traditional', 'Canadian', 'New', 'Restaurants', 'Comfort', 'Food', 'Bars', 'Nightlife']"
16313,ZJ7vPzH26LYg8m5Hfsp_Zg,3.5,"['Food', 'Coffee', 'Tea']"
16314,ekmPuCOp_buzwG1HZ03Q2Q,2.5,"['Beauty', 'Spas', 'Day', 'Spas', 'Nail', 'Salons', 'Hair', 'Salons']"
16315,iYVHx6Yy1Ut8JjLY40eUyg,5.0,"['Food', 'Desserts', 'Cafes', 'Restaurants', 'Bakeries']"
16316,ueSZ4vtjh3-JGqUBpdQpyg,4.0,"['Professional', 'Services', 'Lawyers', 'Real', 'Estate', 'Law']"
